Year,MonthNo,Day,Hour,Minute,Property (groups),SumPower
2021,7,6,6,30,"SmartMeter",3332.9316666666668
2021,7,6,6,45,"SmartMeter",4913.9317337461307
2021,7,6,7,0,"SmartMeter",1319.8984126984128
2021,7,6,7,15,"SmartMeter",1673.2509768009768
2021,7,6,7,30,"SmartMeter",593.080175354775
2021,7,6,7,45,"SmartMeter",1656.7279220779219
2021,7,6,8,0,"SmartMeter",184.73364197530867
2021,7,6,8,15,"SmartMeter",-2960.6796398046395
2021,7,6,8,30,"SmartMeter",-5289.2834554334559
2021,7,6,8,45,"SmartMeter",-6049.1849025974025
2021,7,6,9,0,"SmartMeter",-5777.2076950545516
2021,7,6,9,15,"SmartMeter",2214.2757125790595
2021,7,6,9,30,"SmartMeter",-84.1992369011715
2021,7,6,9,45,"SmartMeter",-42524.328449037406
2021,7,6,10,0,"SmartMeter",-41163.9736873301
2021,7,6,10,15,"SmartMeter",-57863.604404343467
2021,7,6,10,30,"SmartMeter",-53685.639489280256
2021,7,6,10,45,"SmartMeter",-39802.042620615735
2021,7,6,11,0,"SmartMeter",-55622.282600873557
2021,7,6,11,15,"SmartMeter",-54397.36980593839
2021,7,6,11,30,"SmartMeter",-46757.79908856775
2021,7,6,11,45,"SmartMeter",-45098.859042939417
